Cantidad_Total,Venta_Total,NumeroDocumento,NombreCliente,Municipio,Departamento,NombreProducto,NitCliente,Fuente,CodVendedor,NombreVendedor,Referencia,FechaDocumento,Presentacion,Clasificacion,Meses de la ultima compra,Vent_positivas,Dev_positivas
-10,-203025,DEV0000100,Cliente 71,ENVIGADO,Antioquia,PARAFINA FR 56/58 EN SACO,592607552-5,Devoluci¢n,16,Vendedor 2,14391003,18/11/2021,KILOS,PARAFINAS,40,0,203025
-20,-410100,DEV0000101,Cliente 72,Medell°n,Antioquia,PARAFINA FR 56/58 EN SACO,709718353-5,Devoluci¢n,16,Vendedor 2,14391003,18/11/2021,KILOS,PARAFINAS,40,0,410100
-9.584,-349935.8,DEV0000102,Cliente 73,Medell°n,Antioquia,CERA MICROCRISTALINA BRASILERA,47769309-0,Devoluci¢n,16,Vendedor 2,14394001,18/11/2021,KILOS,CERAS Y ADITIVOS,40,0,349935.8
-4.8,-554352,DEV0000103,Cliente 74,Medell°n,Antioquia,VIBAR,65695674-5,Devoluci¢n,16,Vendedor 2,14394004,18/11/2021,KILOS,CERAS Y ADITIVOS,40,0,554352
-70,-1300600,DEV0000104,Cliente 75,RIONEGRO,SANTANDER,PARAFINA SR 58/60,61397139-9,Devoluci¢n,16,Vendedor 2,14391002,18/11/2021,KILOS,PARAFINAS,40,0,1300600
-5,-577450,DEV0000104,Cliente 75,RIONEGRO,SANTANDER,VIBAR,61397139-9,Devoluci¢n,16,Vendedor 2,14394004,18/11/2021,KILOS,CERAS Y ADITIVOS,40,0,577450
-90,-1670625,DEV0000105,Cliente 76,Medell°n,Antioquia,PARAFINA FR 58-60,125448363-0,Devoluci¢n,16,Vendedor 2,14391001,18/11/2021,KILOS,Parafinas,40,0,1670625
-100,-2071500,DEV0000106,Cliente 77,ENVIGADO,Antioquia,PARAFINA SR 58/60,21819182-5,Devoluci¢n,16,Vendedor 2,14391002,18/11/2021,KILOS,PARAFINAS,40,0,2071500
-50,-777250,DEV0000107,Cliente 78,JERIC‡,BOYACA,PARAFINA MEDIA,8742673-1,Devoluci¢n,16,Vendedor 2,14361002,18/11/2021,KILOS,PARAFINAS,40,0,777250
-30,-621450,DEV0000108,Cliente 79,SABANETA,Antioquia,PARAFINA SR 58/60,545166-4,Devoluci¢n,16,Vendedor 2,14391002,26/11/2021,KILOS,PARAFINAS,40,0,621450
-10,-365550,DEV0000109,Cliente 80,ENVIGADO,Antioquia,PARAFINA MEDIA,746809218-1,Devoluci¢n,16,Vendedor 2,14361002,30/11/2021,KILOS,PARAFINAS,40,0,365550
-10,-207150,DEV0000110,Cliente 81,CARMEN DE BOLIVAR,BOLIVAR,PARAFINA SR 58/60,85765834-1,Devoluci¢n,16,Vendedor 2,14391002,30/11/2021,KILOS,PARAFINAS,40,0,207150
-14.148,-613669.5,DEV0000110,Cliente 81,CARMEN DE BOLIVAR,BOLIVAR,CERA MICROCRISTALINA BRASILERA,85765834-1,Devoluci¢n,16,Vendedor 2,14394001,30/11/2021,KILOS,CERAS Y ADITIVOS,40,0,613669.5
-299.6,-10936149,DEV0000111,Cliente 82,GALAPA,ATLANTICO,CERA MICROCRISTALINA BRASILERA,42518873-4,Devoluci¢n,08,Vendedor 1,14394001,30/11/2021,KILOS,CERAS Y ADITIVOS,40,0,10936149
-400,-14860000,DEV0000112,Cliente 83,CALI,VALLE DEL CAUCA,MDI,236937678-8,Devoluci¢n,08,Vendedor 1,14397006,16/12/2021,KILOS,QUIMICOS,40,0,14860000
-30,-727950,DEV0000113,Cliente 84,CALDAS,Antioquia,PARAFINA FR60-62,217926344-9,Devoluci¢n,08,Vendedor 1,14391004,16/12/2021,KILOS,PARAFINAS,40,0,727950
-324,-5236650,DEV0000114,Cliente 85,BOGOTA,SANTA FE DE BOGOTA,CLORURO DE METILENO,459259576-2,Devoluci¢n,08,Vendedor 1,14397005,16/12/2021,KILOS,QUIMICOS,40,0,5236650
-1300,-43810000,DEV0000115,Cliente 62,SOACHA,CUNDINAMARCA,T.D.I. 80/20,246773561-5,Devoluci¢n,08,Vendedor 1,14397004,18/12/2021,KILOS,QUIMICOS,39,0,43810000
-45,-737437.5,DEV0000116,Cliente 86,Medell°n,Antioquia,PARAFINA MEDIA,6205012-4,Devoluci¢n,16,Vendedor 2,14361002,18/12/2021,KILOS,PARAFINAS,39,0,737437.5
-108,-1745550,DEV0000117,Cliente 62,SOACHA,CUNDINAMARCA,CLORURO DE METILENO,246773561-5,Devoluci¢n,08,Vendedor 1,14397005,21/12/2021,KILOS,QUIMICOS,39,0,1745550
-84,-5665380,DEV0000117,Cliente 62,SOACHA,CUNDINAMARCA,SILICONA,246773561-5,Devoluci¢n,08,Vendedor 1,14397007,21/12/2021,KILOS,QUIMICOS,39,0,5665380
-2700,-90990000,DEV0000118,Cliente 62,SOACHA,CUNDINAMARCA,T.D.I. 80/20,246773561-5,Devoluci¢n,08,Vendedor 1,14397004,21/12/2021,KILOS,QUIMICOS,39,0,90990000
-84,-4760700,DEV0000119,Cliente 62,SOACHA,CUNDINAMARCA,SILICONA,246773561-5,Devoluci¢n,08,Vendedor 1,14397007,21/12/2021,KILOS,QUIMICOS,39,0,4760700
-1300,-43810000,DEV0000120,Cliente 62,SOACHA,CUNDINAMARCA,T.D.I. 80/20,246773561-5,Devoluci¢n,08,Vendedor 1,14397004,21/12/2021,KILOS,QUIMICOS,39,0,43810000
-4005,-139674375,DEV0000121,Cliente 62,SOACHA,CUNDINAMARCA,POLIOL ESTANDAR,246773561-5,Devoluci¢n,08,Vendedor 1,14397002,21/12/2021,KILOS,QUIMICOS,39,0,139674375
-200,-7925000,DEV0000122,Cliente 2,MANIZALES,CALDAS,MDI,288345402-7,Devoluci¢n,11,Vendedor 4,14397006,21/12/2021,KILOS,QUIMICOS,39,0,7925000
-750,-29718750,DEV0000123,Cliente 2,MANIZALES,CALDAS,MDI,288345402-7,Devoluci¢n,11,Vendedor 4,14397006,21/12/2021,KILOS,QUIMICOS,39,0,29718750
-30,-622650,DEV0000124,Cliente 87,Medell°n,Antioquia,PARAFINA SR 58/60,214511310-0,Devoluci¢n,16,Vendedor 2,14391002,21/12/2021,KILOS,PARAFINAS,39,0,622650
-100,-1596500,DEV0000125,Cliente 79,SABANETA,Antioquia,PARAFINA MEDIA,545166-4,Devoluci¢n,16,Vendedor 2,14361002,21/12/2021,KILOS,PARAFINAS,39,0,1596500
-30,-735000,DEV0000126,Cliente 79,SABANETA,Antioquia,PARAFINA FR60-62,545166-4,Devoluci¢n,16,Vendedor 2,14391004,21/12/2021,KILOS,PARAFINAS,39,0,735000
-2,-41430,DEV0000127,Cliente 88,CALDAS,Antioquia,PARAFINA SR 58/60,146256-8,Devoluci¢n,16,Vendedor 2,14391002,21/12/2021,KILOS,PARAFINAS,39,0,41430
-400,-7100000,DEV0000128,Cliente 89,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,47557107-6,Devoluci¢n,14,Vendedor 5,14361002,21/12/2021,KILOS,PARAFINAS,39,0,7100000
-20,-310900,DEV0000129,Cliente 90,ITAGUI,Antioquia,PARAFINA MEDIA,7062268-2,Devoluci¢n,16,Vendedor 2,14361002,30/12/2021,KILOS,PARAFINAS,39,0,310900
-30,-4209150,DEV0000130,Cliente 91,YUMBO,VALLE DEL CAUCA,VIBAR,804198493-8,Devoluci¢n,16,Vendedor 2,14394004,30/12/2021,KILOS,CERAS Y ADITIVOS,39,0,4209150
-10,-159650,DEV0000131,Cliente 80,ENVIGADO,Antioquia,PARAFINA MEDIA,746809218-1,Devoluci¢n,16,Vendedor 2,14361002,30/12/2021,KILOS,PARAFINAS,39,0,159650
-50,-1035750,DEV0000132,Cliente 92,GIRARDOTA,Antioquia,PARAFINA SR 58/60,153395586-0,Devoluci¢n,16,Vendedor 2,14391002,30/12/2021,KILOS,PARAFINAS,39,0,1035750
-5,-2048312.5,DEV0000133,Cliente 93,BELLO,Antioquia,PARAFINA MEDIA,597606-7,Devoluci¢n,16,Vendedor 2,14361002,30/12/2021,KILOS,PARAFINAS,39,0,2048312.5
-0.2,-37084,DEV0000134,Cliente 94,CARTAGO - VALLE,VALLE DEL CAUCA,COLORANTE A LA GRASA,11871871-8,Devoluci¢n,08,Vendedor 1,14377010,30/12/2021,GRAMOS,Colorantes,39,0,37084
-100,-1657000,DEV0000135,Cliente 94,CARTAGO - VALLE,VALLE DEL CAUCA,ACIDO ESTEARICO HPS P10,11871871-8,Devoluci¢n,08,Vendedor 1,14392002,30/12/2021,KILOS,CERAS Y ADITIVOS,39,0,1657000
-8200,-124025000,DEV0000136,Cliente 10,BOGOTA,SANTA FE DE BOGOTA,PARAFINA MEDIA,682343079-2,Devoluci¢n,11,Vendedor 4,14361002,20/01/2022,KILOS,PARAFINAS,38,0,124025000
-42,-1359960,DEV0000137,Cliente 58,ITAGUI,Antioquia,POLIOL ESTANDAR,226051095-6,Devoluci¢n,08,Vendedor 1,14397002,20/01/2022,KILOS,QUIMICOS,38,0,1359960
-42,-1359960,DEV0000137,Cliente 58,ITAGUI,Antioquia,POLIOL POLIMERICO,226051095-6,Devoluci¢n,08,Vendedor 1,14397003,20/01/2022,KILOS,QUIMICOS,38,0,1359960
-100,-36014000,DEV0000137,Cliente 58,ITAGUI,Antioquia,T.D.I. 80/20,226051095-6,Devoluci¢n,08,Vendedor 1,14397004,20/01/2022,KILOS,QUIMICOS,38,0,36014000
-162,-2200365,DEV0000138,Cliente 95,IBAGUE,TOLIMA,CLORURO DE METILENO,242190224-4,Devoluci¢n,08,Vendedor 1,14397005,20/01/2022,KILOS,QUIMICOS,38,0,2200365
0,0,DEV0000139,Cliente 96,POPAYµN,CAUCA,PARAFINA LIVIANA,68667579-5,Devoluci¢n,11,Vendedor 4,14361001,20/01/2022,KILOS,PARAFINAS,38,0,0
-2000,-28755000,DEV0000140,Cliente 96,POPAYµN,CAUCA,PARAFINA MEDIA,68667579-5,Devoluci¢n,11,Vendedor 4,14361002,20/01/2022,KILOS,PARAFINAS,38,0,28755000
-2000,-41765000,DEV0000141,Cliente 96,POPAYµN,CAUCA,PARAFINA MEDIA,68667579-5,Devoluci¢n,11,Vendedor 4,14361002,31/01/2022,KILOS,PARAFINAS,38,0,41765000
-400,-5756000,DEV0000142,Cliente 97,BARRANCABERMEJA,SANTANDER,PARAFINA MEDIA,351009354-0,Devoluci¢n,11,Vendedor 4,14361002,31/01/2022,KILOS,PARAFINAS,38,0,5756000
-500,-7457500,DEV0000143,Cliente 98,BOGOTA,SANTA FE DE BOGOTA,PARAFINA LIVIANA,683174148-2,Devoluci¢n,14,Vendedor 5,14361001,31/01/2022,KILOS,PARAFINAS,38,0,7457500
-200,-4698500,DEV0000143,Cliente 98,BOGOTA,SANTA FE DE BOGOTA,POLIOL ESTANDAR,683174148-2,Devoluci¢n,14,Vendedor 5,14397002,31/01/2022,KILOS,QUIMICOS,38,0,4698500
-3400,-78353000,DEV0000144,Cliente 82,GALAPA,ATLANTICO,PARAFINA SR 58/60,42518873-4,Devoluci¢n,08,Vendedor 1,14391002,05/02/2022,KILOS,PARAFINAS,38,0,78353000
-420,-13783350,DEV0000145,Cliente 99,BOGOTA,SANTA FE DE BOGOTA,POLIOL ESTANDAR,146992679-6,Devoluci¢n,08,Vendedor 1,14397002,08/02/2022,KILOS,QUIMICOS,38,0,13783350
-500,-17263750,DEV0000145,Cliente 99,BOGOTA,SANTA FE DE BOGOTA,T.D.I. 80/20,146992679-6,Devoluci¢n,08,Vendedor 1,14397004,08/02/2022,KILOS,QUIMICOS,38,0,17263750
-54,-1772145,DEV0000145,Cliente 99,BOGOTA,SANTA FE DE BOGOTA,CLORURO DE METILENO,146992679-6,Devoluci¢n,08,Vendedor 1,14397005,08/02/2022,KILOS,QUIMICOS,38,0,1772145
-200,-14102500,DEV0000145,Cliente 99,BOGOTA,SANTA FE DE BOGOTA,SILICONA,146992679-6,Devoluci¢n,08,Vendedor 1,14397007,08/02/2022,KILOS,QUIMICOS,38,0,14102500
-432,-6982200,DEV0000146,Cliente 15,BOGOTA,SANTA FE DE BOGOTA,CLORURO DE METILENO,29976026-9,Devoluci¢n,08,Vendedor 1,14397005,08/02/2022,KILOS,QUIMICOS,38,0,6982200
-1260,-40225500,DEV0000147,Cliente 62,SOACHA,CUNDINAMARCA,POLIOL ESTANDAR,246773561-5,Devoluci¢n,08,Vendedor 1,14397002,08/02/2022,KILOS,QUIMICOS,38,0,40225500
-200,-4698500,DEV0000148,Cliente 100,BOGOTA,SANTA FE DE BOGOTA,PARAFINA FR 56/58 EN SACO,601704458-1,Devoluci¢n,14,Vendedor 5,14391003,09/02/2022,KILOS,PARAFINAS,38,0,4698500
-5,-121162.5,DEV0000149,Cliente 87,Medell°n,Antioquia,ACIDO ESTEARICO,214511310-0,Devoluci¢n,16,Vendedor 2,14392001,09/02/2022,KILOS,CERAS Y ADITIVOS,38,0,121162.5
-50,-819375,DEV0000150,Cliente 101,APARTADO,Antioquia,PARAFINA MEDIA,64768878-2,Devoluci¢n,16,Vendedor 2,14361002,28/02/2022,KILOS,PARAFINAS,37,0,819375
-200,-4462000,DEV0000151,Cliente 25,ARMENIA - QUINDIO,QUINDIO,PARAFINA SR 58/60,77585537-9,Devoluci¢n,08,Vendedor 1,14391002,09/02/2022,KILOS,PARAFINAS,38,0,4462000
-50,-1097625,DEV0000152,Cliente 73,Medell°n,Antioquia,PARAFINA FR 56/58 EN SACO,47769309-0,Devoluci¢n,16,Vendedor 2,14391003,09/02/2022,KILOS,PARAFINAS,38,0,1097625
-162,-2602125,DEV0000153,Cliente 102,CALI,VALLE DEL CAUCA,CLORURO DE METILENO,424089871-0,Devoluci¢n,08,Vendedor 1,14397005,11/02/2022,KILOS,QUIMICOS,38,0,2602125
-400,-6686000,DEV0000154,Cliente 103,IPIALES,NARI•O,PARAFINA LIVIANA,78518161-9,Devoluci¢n,08,Vendedor 1,14361001,14/02/2022,KILOS,PARAFINAS,38,0,6686000
-800,-12718000,DEV0000155,Cliente 39,PAIPA,BOYACA,PARAFINA MEDIA,25296266-9,Devoluci¢n,08,Vendedor 1,14361002,15/02/2022,KILOS,PARAFINAS,38,0,12718000
-600,-9780000,DEV0000156,Cliente 25,ARMENIA - QUINDIO,QUINDIO,PARAFINA MEDIA,77585537-9,Devoluci¢n,17,Vendedor 6,14361002,16/02/2022,KILOS,PARAFINAS,37,0,9780000
-200,-373117000,DEV0000157,Cliente 104,Medell°n,Antioquia,PARAFINA MEDIA,184600521-7,Devoluci¢n,17,Vendedor 6,14361002,18/02/2022,KILOS,PARAFINAS,37,0,373117000
-400,-6164000,DEV0000158,Cliente 105,PASTO,NARI•O,PARAFINA MEDIA,59881546-7,Devoluci¢n,08,Vendedor 1,14361002,21/02/2022,KILOS,PARAFINAS,37,0,6164000
-80,-1361400,DEV0000159,Cliente 106,BUCARAMANGA,SANTANDER,PARAFINA MEDIA,26537029-0,Devoluci¢n,08,Vendedor 1,14361002,21/02/2022,KILOS,PARAFINAS,37,0,1361400
-200,-3117000,DEV0000160,Cliente 107,Medell°n,Antioquia,PARAFINA MEDIA,789161414-6,Devoluci¢n,17,Vendedor 6,14361002,23/02/2022,KILOS,PARAFINAS,37,0,3117000
-200,-54492500,DEV0000161,Cliente 108,BOGOTA,SANTA FE DE BOGOTA,PARAFINA SR 58/60,32255290-7,Devoluci¢n,08,Vendedor 1,14391002,25/02/2022,KILOS,PARAFINAS,37,0,54492500
-20,-340350,DEV0000162,Cliente 80,ENVIGADO,Antioquia,PARAFINA LIVIANA,746809218-1,Devoluci¢n,16,Vendedor 2,14361001,25/02/2022,KILOS,PARAFINAS,37,0,340350
-200,-3322000,DEV0000163,Cliente 70,Medell°n,Antioquia,PARAFINA MEDIA,729678316-7,Devoluci¢n,11,Vendedor 4,14361002,28/02/2022,KILOS,PARAFINAS,37,0,3322000
-100,-2492750,DEV0000164,Cliente 109,BOGOTA,SANTA FE DE BOGOTA,PARAFINA FR60-62,341513432-4,Devoluci¢n,08,Vendedor 1,14391004,28/02/2022,KILOS,PARAFINAS,37,0,2492750
-800,-17848000,DEV0000165,Cliente 25,ARMENIA - QUINDIO,QUINDIO,PARAFINA SR 58/60,77585537-9,Devoluci¢n,17,Vendedor 6,14391002,28/02/2022,KILOS,PARAFINAS,37,0,17848000
-1000,-21487500,DEV0000165,Cliente 25,ARMENIA - QUINDIO,QUINDIO,PARAFINA FR 56/58 EN SACO,77585537-9,Devoluci¢n,17,Vendedor 6,14391003,28/02/2022,KILOS,PARAFINAS,37,0,21487500
-200,-4297500,DEV0000166,Cliente 25,ARMENIA - QUINDIO,QUINDIO,PARAFINA FR 56/58 EN SACO,77585537-9,Devoluci¢n,17,Vendedor 6,14391003,28/02/2022,KILOS,PARAFINAS,37,0,4297500
-1400,-22820000,DEV0000167,Cliente 25,ARMENIA - QUINDIO,QUINDIO,PARAFINA MEDIA,77585537-9,Devoluci¢n,17,Vendedor 6,14361002,28/02/2022,KILOS,PARAFINAS,37,0,22820000
-200,-4846000,DEV0000168,Cliente 28,DOSQUEBRADAS,RISARALDA,PARAFINA FR 58-60,234452406-2,Devoluci¢n,17,Vendedor 6,14391001,01/03/2022,KILOS,Parafinas,37,0,4846000
-400,-8985000,DEV0000168,Cliente 28,DOSQUEBRADAS,RISARALDA,PARAFINA SR 58/60,234452406-2,Devoluci¢n,17,Vendedor 6,14391002,01/03/2022,KILOS,PARAFINAS,37,0,8985000
-400,-8618000,DEV0000169,Cliente 28,DOSQUEBRADAS,RISARALDA,PARAFINA SR 58/60,234452406-2,Devoluci¢n,17,Vendedor 6,14391002,15/03/2022,KILOS,PARAFINAS,37,0,8618000
-300,-4458750,DEV0000170,Cliente 69,RIONEGRO,SANTANDER,PARAFINA MEDIA,323574686-3,Devoluci¢n,08,Vendedor 1,14361002,16/03/2022,KILOS,PARAFINAS,37,0,4458750
-400,-92777000,DEV0000171,Cliente 67,SABANETA,Antioquia,PARAFINA FR60-62,329510083-4,Devoluci¢n,11,Vendedor 4,14391004,22/03/2022,KILOS,PARAFINAS,36,0,92777000
-100,-3451500,DEV0000172,Cliente 110,CUCUTA,NORTE DE SANTANDER,T.D.I. 80/20,1672626698-1,Devoluci¢n,08,Vendedor 1,14397004,25/03/2022,KILOS,QUIMICOS,36,0,3451500
-200,-3193000,DEV0000173,Cliente 111,BARRANCABERMEJA,SANTANDER,PARAFINA LIVIANA,46767875-4,Devoluci¢n,11,Vendedor 4,14361001,31/03/2022,KILOS,PARAFINAS,36,0,3193000
-1000,-16175000,DEV0000173,Cliente 111,BARRANCABERMEJA,SANTANDER,PARAFINA MEDIA,46767875-4,Devoluci¢n,11,Vendedor 4,14361002,31/03/2022,KILOS,PARAFINAS,36,0,16175000
-200,-3414000,DEV0000174,Cliente 112,Medell°n,Antioquia,PARAFINA LIVIANA,782855-7,Devoluci¢n,16,Vendedor 2,14361001,02/04/2022,KILOS,PARAFINAS,36,0,3414000
-4.8,-179292,DEV0000175,Cliente 113,BARRANQUILLA,ATLANTICO,CERA MICROCRISTALINA BRASILERA,188807362-0,Devoluci¢n,16,Vendedor 2,14394001,05/04/2022,KILOS,CERAS Y ADITIVOS,36,0,179292
-9.6,-1109232,DEV0000176,Cliente 114,RETIRO,Antioquia,VIBAR,41430265-1,Devoluci¢n,16,Vendedor 2,14394004,05/04/2022,KILOS,CERAS Y ADITIVOS,36,0,1109232
-2000,-47270000,DEV0000177,Cliente 115,PUERTO BERRIO,Antioquia,ACIDO ESTEARICO,817505433-5,Devoluci¢n,17,Vendedor 6,14392001,05/04/2022,KILOS,CERAS Y ADITIVOS,36,0,47270000
-42,-1179885,DEV0000178,Cliente 116,BOGOTA,SANTA FE DE BOGOTA,POLIOL ESTANDAR,374220492-8,Devoluci¢n,08,Vendedor 1,14397002,07/04/2022,KILOS,QUIMICOS,36,0,1179885
-42,-1312920,DEV0000178,Cliente 116,BOGOTA,SANTA FE DE BOGOTA,POLIOL POLIMERICO,374220492-8,Devoluci¢n,08,Vendedor 1,14397003,07/04/2022,KILOS,QUIMICOS,36,0,1312920
-50,-1686750,DEV0000178,Cliente 116,BOGOTA,SANTA FE DE BOGOTA,T.D.I. 80/20,374220492-8,Devoluci¢n,08,Vendedor 1,14397004,07/04/2022,KILOS,QUIMICOS,36,0,1686750
-4,-280470,DEV0000178,Cliente 116,BOGOTA,SANTA FE DE BOGOTA,SILICONA,374220492-8,Devoluci¢n,08,Vendedor 1,14397007,07/04/2022,KILOS,QUIMICOS,36,0,280470
-1400,-47740000,DEV0000179,Cliente 117,ITAGUI,Antioquia,T.D.I. 80/20,386081757-2,Devoluci¢n,08,Vendedor 1,14397004,12/04/2022,KILOS,QUIMICOS,36,0,47740000
-0.2,-264706,DEV0000180,Cliente 118,SABANETA,Antioquia,PAPEL CELOFAN CRISTAL,649381080-1,Devoluci¢n,08,Vendedor 1,14393001,13/04/2022,UNIDAD,CELOFAN,36,0,264706
-42,-1312920,DEV0000181,Cliente 116,BOGOTA,SANTA FE DE BOGOTA,POLIOL POLIMERICO,374220492-8,Devoluci¢n,08,Vendedor 1,14397003,13/04/2022,KILOS,QUIMICOS,36,0,1312920
-54,-972945,DEV0000181,Cliente 116,BOGOTA,SANTA FE DE BOGOTA,CLORURO DE METILENO,374220492-8,Devoluci¢n,08,Vendedor 1,14397005,13/04/2022,KILOS,QUIMICOS,36,0,972945
-1295,-27884587.5,DEV0000182,Cliente 119,BOGOTA,SANTA FE DE BOGOTA,PARAFINA FR 56/58 EN SACO,74465190-9,Devoluci¢n,03,Vendedor 5,14391003,18/04/2022,KILOS,PARAFINAS,35,0,27884587.5
-108,-1734750,DEV0000183,Cliente 102,CALI,VALLE DEL CAUCA,CLORURO DE METILENO,424089871-0,Devoluci¢n,08,Vendedor 1,14397005,20/04/2022,KILOS,QUIMICOS,35,0,1734750
-200,-4088000,DEV0000184,Cliente 120,BUCARAMANGA,SANTANDER,PARAFINA LIVIANA,60402946-2,Devoluci¢n,08,Vendedor 1,14361001,20/04/2022,KILOS,PARAFINAS,35,0,4088000
-84,-5665800,DEV0000185,Cliente 15,BOGOTA,SANTA FE DE BOGOTA,SILICONA,29976026-9,Devoluci¢n,08,Vendedor 1,14397007,21/04/2022,KILOS,QUIMICOS,35,0,5665800
-10,-219525,DEV0000186,Cliente 121,Medell°n,Antioquia,PARAFINA FR 56/58 EN SACO,49438085-4,Devoluci¢n,16,Vendedor 2,14391003,04/05/2022,KILOS,PARAFINAS,35,0,219525
-10,-249250,DEV0000186,Cliente 121,Medell°n,Antioquia,PARAFINA FR60-62,49438085-4,Devoluci¢n,16,Vendedor 2,14391004,04/05/2022,KILOS,PARAFINAS,35,0,249250
-200,-8311000,DEV0000187,Cliente 122,BOGOTA,SANTA FE DE BOGOTA,CERA MICROCRISTALINA BRASILERA,866731823-7,Devoluci¢n,08,Vendedor 1,14394001,04/05/2022,KILOS,CERAS Y ADITIVOS,35,0,8311000
-400,-8227000,DEV0000188,Cliente 22,IBAGUE,TOLIMA,PARAFINA MEDIA,43531527-6,Devoluci¢n,08,Vendedor 1,14361002,12/05/2022,KILOS,PARAFINAS,35,0,8227000
-1200,-22821000,DEV0000189,Cliente 123,FUSAGASUGA,CUNDINAMARCA,PARAFINA LIVIANA,707402628-6,Devoluci¢n,03,Vendedor 5,14361001,13/05/2022,KILOS,PARAFINAS,35,0,22821000
-1400,-26624500,DEV0000189,Cliente 123,FUSAGASUGA,CUNDINAMARCA,PARAFINA MEDIA,707402628-6,Devoluci¢n,03,Vendedor 5,14361002,13/05/2022,KILOS,PARAFINAS,35,0,26624500
-600,-12324000,DEV0000190,Cliente 124,ITAGUI,Antioquia,PARAFINA LIVIANA,846419323-6,Devoluci¢n,17,Vendedor 6,14361001,13/05/2022,KILOS,PARAFINAS,35,0,12324000
-10,-312600,DEV0000191,Cliente 65,BELLO,Antioquia,SILICONA,703413791-1,Devoluci¢n,17,Vendedor 6,14397007,13/05/2022,KILOS,QUIMICOS,35,0,312600
-54,-930150,DEV0000192,Cliente 34,CALI,VALLE DEL CAUCA,T.D.I. 80/20,508876893-3,Devoluci¢n,08,Vendedor 1,14397004,14/05/2022,KILOS,QUIMICOS,35,0,930150
-14.6,-233089,DEV0000193,Cliente 125,CUCUTA,NORTE DE SANTANDER,PARAFINA MEDIA,37147935-0,Devoluci¢n,08,Vendedor 1,14361002,14/05/2022,KILOS,PARAFINAS,35,0,233089
-15,-313537.5,DEV0000193,Cliente 125,CUCUTA,NORTE DE SANTANDER,PARAFINA MEDIA,37147935-0,Devoluci¢n,08,Vendedor 1,14361002,14/05/2022,KILOS,PARAFINAS,35,0,313537.5
-0.2,-23109,DEV0000193,Cliente 125,CUCUTA,NORTE DE SANTANDER,VIBAR,37147935-0,Devoluci¢n,08,Vendedor 1,14394004,14/05/2022,KILOS,CERAS Y ADITIVOS,35,0,23109
-5,-104512.5,DEV0000194,Cliente 63,ENVIGADO,Antioquia,PARAFINA FR 56/58 EN SACO,7036308702-8,Devoluci¢n,16,Vendedor 2,14391003,14/05/2022,KILOS,PARAFINAS,35,0,104512.5
-30,-726900,DEV0000195,Cliente 126,BARRANQUILLA,ATLANTICO,ACIDO ESTEARICO,5862239-5,Devoluci¢n,08,Vendedor 1,14392001,14/05/2022,KILOS,CERAS Y ADITIVOS,35,0,726900
-200,-4348500,DEV0000196,Cliente 51,SABANETA,Antioquia,PARAFINA SR 58/60,338708399-1,Devoluci¢n,16,Vendedor 2,14391002,14/05/2022,KILOS,PARAFINAS,35,0,4348500
-6,-914055,DEV0000197,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,Devoluci¢n,08,Vendedor 1,14377009,14/05/2022,GRAMOS,Colorantes,35,0,914055
-6,-822675,DEV0000197,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,Devoluci¢n,08,Vendedor 1,14377009,14/05/2022,GRAMOS,Colorantes,35,0,822675
-6,-946335,DEV0000197,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,Devoluci¢n,08,Vendedor 1,14377009,14/05/2022,GRAMOS,Colorantes,35,0,946335
-4.6,-676947.5,DEV0000197,Cliente 127,BARRANQUILLA,ATLANTICO,COLORANTE FLUORESCENTE,518206416-2,Devoluci¢n,08,Vendedor 1,14377009,14/05/2022,GRAMOS,Colorantes,35,0,676947.5
-1600,-38640000,DEV0000198,Cliente 94,CARTAGO - VALLE,VALLE DEL CAUCA,PARAFINA LIVIANA,11871871-8,Devoluci¢n,17,Vendedor 6,14361001,25/05/2022,KILOS,PARAFINAS,34,0,38640000
-400,-8393000,DEV0000199,Cliente 22,IBAGUE,TOLIMA,PARAFINA SR 58/60,43531527-6,Devoluci¢n,08,Vendedor 1,14391002,25/05/2022,KILOS,PARAFINAS,34,0,8393000
-1,-174160,DEV0000200,Cliente 6,CUCUTA,NORTE DE SANTANDER,COLORANTE FLUORESCENTE,608235987-3,Devoluci¢n,08,Vendedor 1,14377009,25/05/2022,GRAMOS,Colorantes,34,0,174160
-1,-190885,DEV0000200,Cliente 6,CUCUTA,NORTE DE SANTANDER,COLORANTE FLUORESCENTE,608235987-3,Devoluci¢n,08,Vendedor 1,14377009,25/05/2022,GRAMOS,Colorantes,34,0,190885
-1,-169397.5,DEV0000200,Cliente 6,CUCUTA,NORTE DE SANTANDER,COLORANTE FLUORESCENTE,608235987-3,Devoluci¢n,08,Vendedor 1,14377009,25/05/2022,GRAMOS,Colorantes,34,0,169397.5
-1,-176382.5,DEV0000200,Cliente 6,CUCUTA,NORTE DE SANTANDER,COLORANTE FLUORESCENTE,608235987-3,Devoluci¢n,08,Vendedor 1,14377009,25/05/2022,GRAMOS,Colorantes,34,0,176382.5
